Variety,Year,Production,rPrice,Colour,Country
Prosecco,2015,2548.640039,1240.511108,White,Italy
Prosecco,2016,3144.038017,958.2674561,White,Italy
Prosecco,2017,6217.237045,958.4885864,White,Italy
Prosecco,2018,6020.812132,909.2019043,White,Italy
Prosecco,2019,9020.722862,984.3956909,White,Italy
Prosecco,2020,9218.064197,924.9702148,White,Italy
Prosecco,2021,14078.17822,1088.848877,White,Italy
Prosecco,2022,13953.22877,1049.444092,White,Italy
Prosecco,2023,12999.825,934.1751099,White,Italy
Riesling,2001,26236.00003,1566.851807,White,Germany
Riesling,2002,27613.70989,1615.883545,White,Germany
Riesling,2003,29572.29995,1757.172241,White,Germany
Riesling,2004,35781.66572,1715.516846,White,Germany
Riesling,2005,40399.60015,1578.239258,White,Germany
Riesling,2006,39885.29999,1282.965576,White,Germany
Riesling,2007,31163.50922,1289.591919,White,Germany
Riesling,2008,39156.55003,1475.01709,White,Germany
Riesling,2009,30318.70256,1123.950073,White,Germany
Riesling,2010,31617.1999,1042.472534,White,Germany
Riesling,2011,25915.60425,870.5461426,White,Germany
Riesling,2012,30032.38985,875.6000977,White,Germany
Riesling,2013,26908.08703,908.0255127,White,Germany
Riesling,2014,19953.65737,914.1141968,White,Germany
Riesling,2015,25976.11007,1025.747314,White,Germany
Riesling,2016,22331.7889,1080.680176,White,Germany
Riesling,2017,24883.79092,1163.997925,White,Germany
Riesling,2018,21776.67394,1202.56897,White,Germany
Riesling,2019,21082.9379,1235.092285,White,Germany
Riesling,2020,15217.63897,1297.583252,White,Germany
Riesling,2021,19152.25798,1373.848999,White,Germany
Riesling,2022,18868.97094,1356.032227,White,Germany
Riesling,2023,18604.768,1355.33252,White,Germany
Rubired,2001,297,741.1825562,Red,United States
Rubired,2002,245,555.0469971,Red,United States
Rubired,2003,248,484.7900696,Red,United States
Rubired,2004,161,617.0769043,Red,United States
Rubired,2005,216,548.7203369,Red,United States
Rubired,2006,0,0,Red,United States
Rubired,2007,0,0,Red,United States
Rubired,2008,0,0,Red,United States
Rubired,2009,0,0,Red,United States
Rubired,2010,0,0,Red,United States
Rubired,2011,0,0,Red,United States
Rubired,2012,0,0,Red,United States
Rubired,2013,0,0,Red,United States
Rubired,2014,0,0,Red,United States
Rubired,2015,216.6700058,,Red,United States
Rubired,2016,333.5299988,,Red,United States
Rubired,2017,1487.859985,,Red,United States
Rubired,2018,913.7000122,,Red,United States
Rubired,2019,1138.020004,,Red,United States
Rubired,2020,2141.130035,,Red,United States
Rubired,2021,2765.858871,,Red,United States
Rubired,2022,0,0,Red,United States
Rubired,2023,3951.22,419.9606018,Red,United States
Ruby Cabernet,2001,32057.00002,1155.969238,Red,United States
Ruby Cabernet,2002,50192.36997,933.3918457,Red,United States
Ruby Cabernet,2003,38230.0997,755.451416,Red,United States
Ruby Cabernet,2004,34363.36553,639.3667603,Red,United States
Ruby Cabernet,2005,32833.89971,498.3694763,Red,United States
Ruby Cabernet,2006,25916.50035,461.8440552,Red,United States
Ruby Cabernet,2007,15631.39883,513.2581787,Red,United States
Ruby Cabernet,2008,17265.78042,630.800354,Red,United States
Ruby Cabernet,2009,10314.03564,449.1567383,Red,United States
Ruby Cabernet,2010,12810.4,352.3074036,Red,United States
Ruby Cabernet,2011,10202.13337,368.3823242,Red,United States
Ruby Cabernet,2012,9745.459751,384.4019165,Red,United States
Ruby Cabernet,2013,10063.9831,403.8422241,Red,United States
Ruby Cabernet,2014,7149.695018,342.0392151,Red,United States
Ruby Cabernet,2015,13182.96018,359.7114258,Red,United States
Ruby Cabernet,2016,12548.55017,398.4483948,Red,United States
Ruby Cabernet,2017,11052.10986,396.9406128,Red,United States
Ruby Cabernet,2018,10691.78689,502.9354553,Red,United States
Ruby Cabernet,2019,12282.14016,621.765564,Red,United States
Ruby Cabernet,2020,13305.70682,669.3284912,Red,United States
Ruby Cabernet,2021,12739.66204,571.9071655,Red,United States
Ruby Cabernet,2022,9329.216935,393.9072571,Red,United States
Ruby Cabernet,2023,4220.45,305.6364441,Red,United States
Sangiovese,2001,3080.899995,1702.648682,Red,Italy
Sangiovese,2002,5823.160026,1115.893677,Red,Italy
Sangiovese,2003,5054.30006,1324.655762,Red,Italy
Sangiovese,2004,5076.880551,1200.067871,Red,Italy
Sangiovese,2005,6098.600035,1047.956787,Red,Italy
Sangiovese,2006,4886.899986,918.0083008,Red,Italy
Sangiovese,2007,3546.943873,1044.698486,Red,Italy
Sangiovese,2008,5359.830017,1135.919678,Red,Italy
Sangiovese,2009,3300.762447,940.9745483,Red,Italy
Sangiovese,2010,3730.899969,716.6605225,Red,Italy
Sangiovese,2011,3200.832952,652.3163452,Red,Italy
Sangiovese,2012,3476.340026,994.7305298,Red,Italy
Sangiovese,2013,2875.342453,678.1974487,Red,Italy
Sangiovese,2014,2638.318383,764.781189,Red,Italy
Sangiovese,2015,4608.594028,736.0515747,Red,Italy
Sangiovese,2016,2828.505014,892.7022705,Red,Italy
Sangiovese,2017,3901.414047,769.2786255,Red,Italy
Sangiovese,2018,3398.312009,985.0117188,Red,Italy
Sangiovese,2019,3965.91103,1084.312622,Red,Italy
Sangiovese,2020,3251.450005,1047.744019,Red,Italy
Sangiovese,2021,5537.866034,1025.668701,Red,Italy
Sangiovese,2022,4824.257975,1107.998047,Red,Italy
Sangiovese,2023,4649.579,988.5466919,Red,Italy
Sauvignon Blanc,2001,25736.00013,1859.809692,White,France
Sauvignon Blanc,2002,29133.88984,1660.835693,White,France
Sauvignon Blanc,2003,21364.50012,1844.841431,White,France
Sauvignon Blanc,2004,41952.29316,1837.890747,White,France
Sauvignon Blanc,2005,40103.50023,1782.123047,White,France
Sauvignon Blanc,2006,41948.69995,1615.5802,White,France
Sauvignon Blanc,2007,37855.85662,1739.673218,White,France
Sauvignon Blanc,2008,66705.00014,1722.186646,White,France
Sauvignon Blanc,2009,60766.48013,1212.670776,White,France
Sauvignon Blanc,2010,73817.40062,993.5276489,White,France
Sauvignon Blanc,2011,74179.21413,780.5717163,White,France
Sauvignon Blanc,2012,82653.53166,748.0622559,White,France
Sauvignon Blanc,2013,76638.28374,740.6104126,White,France
Sauvignon Blanc,2014,88462.79086,691.5291138,White,France
Sauvignon Blanc,2015,83637.98743,686.5078125,White,France
Sauvignon Blanc,2016,88789.71352,701.6784668,White,France
Sauvignon Blanc,2017,94334.43058,740.2027588,White,France
Sauvignon Blanc,2018,78738.90239,752.8612671,White,France
Sauvignon Blanc,2019,82147.45356,720.3195801,White,France
Sauvignon Blanc,2020,78783.13259,739.0667725,White,France
Sauvignon Blanc,2021,90686.08453,790.8723755,White,France
Sauvignon Blanc,2022,81929.27226,863.3344727,White,France
Sauvignon Blanc,2023,77905.524,825.0933228,White,France
Sultaniye,2001,73418.90059,562.093689,White,Turkey
Sultaniye,2002,66646.499,524.7659912,White,Turkey
Sultaniye,2003,34445.30096,527.8744507,White,Turkey
Sultaniye,2004,58168.83338,489.8309631,White,Turkey
Sultaniye,2005,35584.0002,467.2154236,White,Turkey
Sultaniye,2006,14943.29976,399.1920166,White,Turkey
Sultaniye,2007,20097.17299,367.2984924,White,Turkey
Sultaniye,2008,16874.75014,508.3683167,White,Turkey
Sultaniye,2009,9960.051758,393.6871338,White,Turkey
Sultaniye,2010,2564.999988,302.3908081,White,Turkey
Sultaniye,2011,2060.703857,300.7527161,White,Turkey
Sultaniye,2012,1902.229985,292.7149963,White,Turkey
Sultaniye,2013,2029.881775,290.0508728,White,Turkey
Sultaniye,2014,857.7366333,243.7682648,White,Turkey
Sultaniye,2015,479.980011,267.3999939,White,Turkey
Sultaniye,2016,525.9400024,264.6915283,White,Turkey
Sultaniye,2017,427.4599915,258.4625244,White,Turkey
Sultaniye,2018,697.7999992,283.9645996,White,Turkey
Sultaniye,2019,603.7100034,305.1341553,White,Turkey
Sultaniye,2020,198.7499995,,White,Turkey
Sultaniye,2021,115.2799988,,White,Turkey
Sultaniye,2022,0,0,White,Turkey
Sultaniye,2023,118.02,,White,Turkey
Shiraz,2001,314689.9989,2093.790039,Red,France
Shiraz,2002,337964.1479,1953.897339,Red,France
Shiraz,2003,323346.6023,1723.203491,Red,France
Shiraz,2004,451147.7293,1481.133911,Red,France
Shiraz,2005,431818.8018,1327.280396,Red,France
Shiraz,2006,426629.9973,1119.303223,Red,France
Shiraz,2007,278060.4979,1129.4729,Red,France
Shiraz,2008,443912.9623,1434.038452,Red,France
Shiraz,2009,390756.7871,951.2559814,Red,France
Shiraz,2010,377079.3,911.8827515,Red,France
Shiraz,2011,274022.8456,742.1175537,Red,France
Shiraz,2012,335795.8824,874.7433472,Red,France
Shiraz,2013,365366.8196,905.8740845,Red,France
Shiraz,2014,380671.6479,808.3471069,Red,France
Shiraz,2015,370975.4767,852.9518433,Red,France
Shiraz,2016,379828.5758,952.1915894,Red,France
Shiraz,2017,439939.0298,1044.538696,Red,France
Shiraz,2018,364846.7779,1068.545776,Red,France
Shiraz,2019,381819.1178,1132.425537,Red,France
Shiraz,2020,339859.0515,1138.5354,Red,France
Shiraz,2021,480161.7267,1089.505371,Red,France
Shiraz,2022,391661.3003,834.3520508,Red,France
Shiraz,2023,313895.291,823.3353271,Red,France
Semillon,2001,88006.19981,1134.873535,White,France
Semillon,2002,101263.9119,1122.007324,White,France
Semillon,2003,76462.79982,1071.268188,White,France
Semillon,2004,99431.69938,993.5786133,White,France
Semillon,2005,97894.29998,1006.08429,White,France
Semillon,2006,95352.59912,840.1166382,White,France
Semillon,2007,74826.82578,876.732605,White,France
Semillon,2008,99559.30948,925.4729004,White,France
Semillon,2009,63231.77392,656.0232544,White,France
Semillon,2010,76330.39998,571.2440186,White,France
Semillon,2011,70192.00746,500.5266113,White,France
Semillon,2012,73116.44057,522.6478882,White,France
Semillon,2013,63701.08376,459.6844482,White,France
Semillon,2014,59145.7912,497.8730774,White,France
Semillon,2015,62581.5486,423.6846924,White,France
Semillon,2016,56297.14256,413.0859985,White,France
Semillon,2017,61866.1709,442.8248901,White,France
Semillon,2018,51386.08614,475.5253601,White,France
Semillon,2019,48268.84844,491.2998657,White,France
Semillon,2020,45695.04292,511.984314,White,France
Semillon,2021,56490.33675,525.368103,White,France
Semillon,2022,49914.41313,545.692627,White,France
Semillon,2023,44541.163,528.0994873,White,France
Tarrango,2001,2689.999951,1031.129761,Red,Australia
Tarrango,2002,2590.319963,1042.9375,Red,Australia
Tarrango,2003,2144.399951,945.5562744,Red,Australia
Tarrango,2004,4273.035205,903.0604248,Red,Australia
Tarrango,2005,2724.499973,709.9862671,Red,Australia
Tarrango,2006,1741.799975,622.5999756,Red,Australia
Tarrango,2007,2147.968079,455.7691345,Red,Australia
Tarrango,2008,1830.640034,736.7936401,Red,Australia
Tarrango,2009,177,474.9300232,Red,Australia
Tarrango,2010,728.7999889,357.2776489,Red,Australia
Tarrango,2011,268.6097641,398.2792664,Red,Australia
Tarrango,2012,21,332.918335,Red,Australia
Tarrango,2013,244.6004333,451.030365,Red,Australia
Tarrango,2014,0,0,Red,Australia
Tarrango,2015,338.8939972,248.7441864,Red,Australia
Tarrango,2016,80.54000092,,Red,Australia
Tarrango,2017,341.9599991,,Red,Australia
Tarrango,2018,265.2599983,,Red,Australia
Tarrango,2019,350.6199951,,Red,Australia
Tarrango,2020,136.3800049,,Red,Australia
Tarrango,2021,169.9499969,,Red,Australia
Tarrango,2022,0,0,Red,Australia
Tarrango,2023,348.03,,Red,Australia
Tempranillo,2001,171.9999982,1805.87085,Red,Spain
Tempranillo,2002,406.6000017,1372.018799,Red,Spain
Tempranillo,2003,653.7999973,1281.536743,Red,Spain
Tempranillo,2004,1421.650227,1473.477417,Red,Spain
Tempranillo,2005,2055.500016,1495.587769,Red,Spain
Tempranillo,2006,1546.299993,1008.048706,Red,Spain
Tempranillo,2007,1803.42875,1223.89856,Red,Spain
Tempranillo,2008,3670.250048,1474.888428,Red,Spain
Tempranillo,2009,2594.941438,1096.942871,Red,Spain
Tempranillo,2010,2655.399987,1662.118286,Red,Spain
Tempranillo,2011,2284.648646,1168.120117,Red,Spain
Tempranillo,2012,3063.770005,1210.333008,Red,Spain
Tempranillo,2013,3503.62935,931.800415,Red,Spain
Tempranillo,2014,3154.097389,908.3620605,Red,Spain
Tempranillo,2015,4080.904006,1038.723633,Red,Spain
Tempranillo,2016,6557.516008,887.4043579,Red,Spain
Tempranillo,2017,5139.250973,969.2596436,Red,Spain
Tempranillo,2018,4568.82697,1168.171875,Red,Spain
Tempranillo,2019,5399.996995,1312.8479,Red,Spain
Tempranillo,2020,4292.12701,1186.739624,Red,Spain
Tempranillo,2021,5238.769043,1316.771484,Red,Spain
Tempranillo,2022,4356.911998,1146.848145,Red,Spain
Tempranillo,2023,3089.343,1320.538696,Red,Spain
Trebbiano Toscano,2001,7238.700106,624.3668823,White,Italy
Trebbiano Toscano,2002,7340.559841,548.9760742,White,Italy
Trebbiano Toscano,2003,6078.500096,534.4316406,White,Italy
Trebbiano Toscano,2004,6339.316054,559.720459,White,Italy
Trebbiano Toscano,2005,5332.3002,534.6708374,White,Italy
Trebbiano Toscano,2006,4079.699901,443.8588867,White,Italy
Trebbiano Toscano,2007,2544.685869,424.524231,White,Italy
Trebbiano Toscano,2008,2739.450097,501.3603516,White,Italy
Trebbiano Toscano,2009,1961.10038,286.1915588,White,Italy
Trebbiano Toscano,2010,840.9999739,407.5198364,White,Italy
Trebbiano Toscano,2011,431.1814795,357.8414001,White,Italy
Trebbiano Toscano,2012,0,0,White,Italy
Trebbiano Toscano,2013,349.4531841,336.3945007,White,Italy
Trebbiano Toscano,2014,362.8352966,256.4385376,White,Italy
Trebbiano Toscano,2015,373.1649904,250.8402863,White,Italy
Trebbiano Toscano,2016,324.2649918,312.3724365,White,Italy
Trebbiano Toscano,2017,290.0089951,313.5276794,White,Italy
Trebbiano Toscano,2018,349.0970039,324.9909668,White,Italy
Trebbiano Toscano,2019,296.5670079,366.0005798,White,Italy
Trebbiano Toscano,2020,267.0259903,391.3108521,White,Italy
Trebbiano Toscano,2021,265.0600053,378.6604614,White,Italy
Trebbiano Toscano,2022,0,0,White,Italy
Trebbiano Toscano,2023,185.216,,White,Italy
Verdelho,2001,12495.39992,1549.809204,White,Portugal
Verdelho,2002,16064.26977,1137.09021,White,Portugal
Verdelho,2003,15426.40014,1129.772705,White,Portugal
Verdelho,2004,18820.43041,1046.522705,White,Portugal
Verdelho,2005,18390.69992,1055.132935,White,Portugal
Verdelho,2006,19925.50023,896.6223755,White,Portugal
Verdelho,2007,14893.33538,974.3129272,White,Portugal
Verdelho,2008,20995.60015,993.0884399,White,Portugal
Verdelho,2009,16457.1477,771.015564,White,Portugal
Verdelho,2010,13524.79985,549.0336914,White,Portugal
Verdelho,2011,12144.19937,534.5343018,White,Portugal
Verdelho,2012,10438.82999,578.8641357,White,Portugal
Verdelho,2013,8761.874128,599.3577271,White,Portugal
Verdelho,2014,7660.68022,528.8722534,White,Portugal
Verdelho,2015,11094.27724,451.6911316,White,Portugal
Verdelho,2016,9526.016046,412.6622314,White,Portugal
Verdelho,2017,6806.250037,468.9943848,White,Portugal
Verdelho,2018,7587.917105,518.1230469,White,Portugal
Verdelho,2019,7333.966057,523.3321533,White,Portugal
Verdelho,2020,5675.255969,541.0338135,White,Portugal
Verdelho,2021,6030.233926,575.3369141,White,Portugal
Verdelho,2022,6890.786033,560.0264282,White,Portugal
Verdelho,2023,4398.516,568.442688,White,Portugal
Vermentino,2001,0,0,White,Italy
Vermentino,2002,0,0,White,Italy
Vermentino,2003,0,0,White,Italy
Vermentino,2004,0,0,White,Italy
Vermentino,2005,0,0,White,Italy
Vermentino,2006,0,0,White,Italy
Vermentino,2007,0,0,White,Italy
Vermentino,2008,0,0,White,Italy
Vermentino,2009,61.42642021,1754.018433,White,Italy
Vermentino,2010,0,0,White,Italy
Vermentino,2011,52.98656273,1017.414429,White,Italy
Vermentino,2012,349.9100017,705.7868652,White,Italy
Vermentino,2013,915.7361944,768.1570435,White,Italy
Vermentino,2014,1273.531927,504.9713135,White,Italy
Vermentino,2015,1044.71499,409.1358948,White,Italy
Vermentino,2016,1181.888992,625.7516479,White,Italy
Vermentino,2017,2358.493008,592.5586548,White,Italy
Vermentino,2018,1666.279989,701.6670532,White,Italy
Vermentino,2019,1779.511992,603.2453003,White,Italy
Vermentino,2020,1430.165984,832.7805786,White,Italy
Vermentino,2021,1764.372994,881.092041,White,Italy
Vermentino,2022,1479.765006,886.5601196,White,Italy
Vermentino,2023,1413.257,774.5645752,White,Italy
Viognier,2001,615.200003,3103.22168,White,France
Viognier,2002,1225.500001,2300.5,White,France
Viognier,2003,1795.700001,2153.932861,White,France
Viognier,2004,3935.988941,2120.115723,White,France
Viognier,2005,5482.799993,2034.054199,White,France
Viognier,2006,6551.299984,1633.525146,White,France
Viognier,2007,8550.55053,1178.973267,White,France
Viognier,2008,12805.47004,1416.117676,White,France
Viognier,2009,12366.60481,873.6933594,White,France
Viognier,2010,11945.49996,707.8771362,White,France
Viognier,2011,9284.538572,576.831665,White,France
Viognier,2012,9002.600099,627.6514282,White,France
Viognier,2013,10718.80512,555.3598022,White,France
Viognier,2014,8215.642818,565.2272949,White,France
Viognier,2015,6590.99999,555.1040039,White,France
Viognier,2016,7073.603088,650.1793823,White,France
Viognier,2017,6099.999001,618.4971924,White,France
Viognier,2018,5663.377942,665.6116943,White,France
Viognier,2019,5802.629972,603.4853516,White,France
Viognier,2020,4999.124031,646.3338013,White,France
Viognier,2021,5593.850987,677.9272461,White,France
Viognier,2022,5249.080876,645.5265503,White,France
Viognier,2023,4197.114,680.9453125,White,France
